"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESF","WT01","WT03"
"USC00043244","FREMONT, CA US","2013-03-24",,,"0.00",,,"68","42","65",,,
"USC00043244","FREMONT, CA US","2013-03-25",,,"0.00",,,"65","44","55",,,
"USC00043244","FREMONT, CA US","2013-03-26",,,"0.00",,,"65","48","62",,,
"USC00043244","FREMONT, CA US","2013-03-27",,,"0.00",,,"66","47","60",,,
"USC00043244","FREMONT, CA US","2013-03-28",,,"0.00",,,"71","54","69",,,
"USC00043244","FREMONT, CA US","2013-03-29",,,"0.00",,,"76","48","69",,,
"USC00043244","FREMONT, CA US","2013-03-30",,,"0.00",,,"71","53","67",,,
"USC00043244","FREMONT, CA US","2013-03-31",,,"0.04",,,"71","52","66",,,
"USC00043244","FREMONT, CA US","2013-04-01",,,"0.06",,,"68","54","59",,,
"USC00043244","FREMONT, CA US","2013-04-02",,,"0.00",,,"67","48","63",,,
"USC00043244","FREMONT, CA US","2013-04-03",,,"0.00",,,"77","50","72",,,
"USC00043244","FREMONT, CA US","2013-04-04",,,"0.09",,,"72","52","67",,,
"USC00043244","FREMONT, CA US","2013-04-05",,,"0.00",,,"67","55","62",,,
"USC00043244","FREMONT, CA US","2013-04-06",,,"0.00",,,"67","53","63",,,
"USC00043244","FREMONT, CA US","2013-04-07",,,"0.00",,,"64","52","60",,,
"USC00043244","FREMONT, CA US","2013-04-08",,,"0.00",,,"64","48","59",,,
"USC00043244","FREMONT, CA US","2013-04-09",,,"0.00",,,"75","51","70",,,
"USC00043244","FREMONT, CA US","2013-04-10",,,"0.00",,,"80","49","67",,,
"USC00043244","FREMONT, CA US","2013-04-11",,,"0.00",,,"67","50","61",,,
"USC00043244","FREMONT, CA US","2013-04-12",,,"0.00",,,"72","45","63",,,
"USC00043244","FREMONT, CA US","2013-04-13",,,"0.00",,,"63","47","56",,,
"USC00043244","FREMONT, CA US","2013-04-14",,,"0.00",,,"63","44","56",,,
"USC00043244","FREMONT, CA US","2013-04-15",,,"0.00",,,"58","47","53",,,
"USC00043244","FREMONT, CA US","2013-04-16",,,"0.00",,,"64","40","61",,,
"USC00043244","FREMONT, CA US","2013-04-17",,,"0.00",,,"69","49","63",,,
"USC00043244","FREMONT, CA US","2013-04-18",,,"0.00",,,"75","44","74",,,
"USC00043244","FREMONT, CA US","2013-04-19",,,"0.00",,,"78","47","72",,,
"USC00043244","FREMONT, CA US","2013-04-20",,,"0.00",,,"76","50","69",,,
"USC00043244","FREMONT, CA US","2013-04-21",,,"0.00",,,"82","48","78",,,
"USC00043244","FREMONT, CA US","2013-04-22",,,"0.00",,,"85","53","80",,,
"USC00043244","FREMONT, CA US","2013-04-23",,,"0.00",,,"80","52","72",,,
"USC00043244","FREMONT, CA US","2013-04-24",,,"0.00",,,"72","48","64",,,
"USC00043244","FREMONT, CA US","2013-04-26",,,"0.00",,,"68","52","63",,,
"USC00043244","FREMONT, CA US","2013-04-27",,,"0.00",,,"72","50","65",,,
"USC00043244","FREMONT, CA US","2013-04-28",,,"0.00",,,"79","49","78",,,
"USC00043244","FREMONT, CA US","2013-04-29",,,"0.00",,,"84","56","77",,,
"USC00043244","FREMONT, CA US","2013-04-30",,,"0.00",,,"78","52","71",,,
"USC00043244","FREMONT, CA US","2013-05-01",,,"0.00",,,"84","55","81",,,
"USC00043244","FREMONT, CA US","2013-05-02",,,"0.00",,,"90","53","89",,,
"USC00043244","FREMONT, CA US","2013-05-03",,,"0.00",,,"89","55","81",,,
"USC00043244","FREMONT, CA US","2013-05-04",,,"0.00",,,"85","55","80",,,
"USC00043244","FREMONT, CA US","2013-05-05",,,"0.00",,,"80","55","68",,,
"USC00043244","FREMONT, CA US","2013-05-06",,,"0.00",,,"69","55","67",,,
"USC00043244","FREMONT, CA US","2013-05-07",,,"0.00",,,"71","56","68",,,
"USC00043244","FREMONT, CA US","2013-05-08",,,"0.00",,,"68","54","61",,,
"USC00043244","FREMONT, CA US","2013-05-09",,,"0.00",,,"64","53","60",,,
"USC00043244","FREMONT, CA US","2013-05-10",,,"0.00",,,"67","52","62",,,
"USC00043244","FREMONT, CA US","2013-05-11",,,"0.00",,,"82","52","72",,,
"USC00043244","FREMONT, CA US","2013-05-12",,,"0.00",,,"74","52","71",,,
"USC00043244","FREMONT, CA US","2013-05-13",,,"0.00",,,"72","52","70",,,
"USC00043244","FREMONT, CA US","2013-05-14",,,"0.00",,,"71","53","66",,,
"USC00043244","FREMONT, CA US","2013-05-15",,,"0.00",,,"67","51","63",,,
"USC00043244","FREMONT, CA US","2013-05-16",,,"0.00",,,"68","55","65",,,
"USC00043244","FREMONT, CA US","2013-05-17",,,"0.00",,,"66","51","63",,,
"USC00043244","FREMONT, CA US","2013-05-18",,,"0.00",,,"69","50","68",,,
"USC00043244","FREMONT, CA US","2013-05-19",,,"0.00",,,"78","51","71",,,
"USC00043244","FREMONT, CA US","2013-05-20",,,"0.00",,,"85","51","80",,,
"USC00043244","FREMONT, CA US","2013-05-21",,,"0.00",,,"81","53","61",,,
"USC00043244","FREMONT, CA US","2013-05-22",,,"0.00",,,"63","47","59",,,
"USC00043244","FREMONT, CA US","2013-05-23",,,"0.00",,,"65","49","63",,,
"USC00043244","FREMONT, CA US","2013-05-24",,,"0.00",,,"66","45","61",,,
"USC00043244","FREMONT, CA US","2013-05-25",,,"0.00",,,"63","48","62",,,
"USC00043244","FREMONT, CA US","2013-05-26",,,"0.00",,,"67","53","66",,,
"USC00043244","FREMONT, CA US","2013-05-27",,,"0.00",,,"66","54","63",,,
"USC00043244","FREMONT, CA US","2013-05-28",,,"0.00",,,"68","57","65",,,
"USC00043244","FREMONT, CA US","2013-05-29",,,"0.00",,,"67","55","65",,,
"USC00043244","FREMONT, CA US","2013-05-30",,,"0.00",,,"70","50","67",,,
"USC00043244","FREMONT, CA US","2013-05-31",,,"0.00",,,"80","51","76",,,
"USC00043244","FREMONT, CA US","2013-06-01",,,"0.00",,,"85","53","81",,,
"USC00043244","FREMONT, CA US","2013-06-02",,,"0.00",,,"82","52","69",,,
"USC00043244","FREMONT, CA US","2013-06-03",,,"0.00",,,"75","52","73",,,
"USC00043244","FREMONT, CA US","2013-06-04",,,"0.00",,,"73","64","69",,,
"USC00043244","FREMONT, CA US","2013-06-05",,,"0.00",,,"69","55","67",,,
"USC00043244","FREMONT, CA US","2013-06-06",,,"0.00",,,"74","54","71",,,
"USC00043244","FREMONT, CA US","2013-06-07",,,"0.00",,,"85","55","84",,,
"USC00043244","FREMONT, CA US","2013-06-08",,,"0.00",,,"86","59","77",,,
"USC00043244","FREMONT, CA US","2013-06-09",,,"0.00",,,"85","57","67",,,
"USC00043244","FREMONT, CA US","2013-06-10",,,"0.00",,,"76","57","74",,,
"USC00043244","FREMONT, CA US","2013-06-11",,,"0.00",,,"75","56","69",,,
"USC00043244","FREMONT, CA US","2013-06-12",,,"0.00",,,"71","53","68",,,
"USC00043244","FREMONT, CA US","2013-06-13",,,"0.00",,,"73","54","68",,,
"USC00043244","FREMONT, CA US","2013-06-14",,,"0.00",,,"83","52","77",,,
"USC00043244","FREMONT, CA US","2013-06-15",,,"0.00",,,"77","52","63",,,
"USC00043244","FREMONT, CA US","2013-06-16",,,"0.00",,,"72","50","68",,,
"USC00043244","FREMONT, CA US","2013-06-17",,,"0.00",,,"70","54","66",,,
"USC00043244","FREMONT, CA US","2013-06-18",,,"0.00",,,"66","55","64",,,
"USC00043244","FREMONT, CA US","2013-06-19",,,"0.00",,,"70","53","66",,,
"USC00043244","FREMONT, CA US","2013-06-20",,,"0.00",,,"72","51","68",,,
"USC00043244","FREMONT, CA US","2013-06-21",,,"0.00",,,"78","52","70",,,
"USC00043244","FREMONT, CA US","2013-06-22",,,"0.00",,,"80","52","68",,,
"USC00043244","FREMONT, CA US","2013-06-23",,,"0.00",,,"71","56","69",,,
"USC00043244","FREMONT, CA US","2013-06-24",,,"0.02",,,"69","58","65",,,
"USC00043244","FREMONT, CA US","2013-06-25",,,"0.00",,,"79","52","77",,,
"USC00043244","FREMONT, CA US","2013-06-26",,,"0.00",,,"80","64","78",,,
"USC00043244","FREMONT, CA US","2013-06-27",,,"0.00",,,"81","60","77",,,
"USC00043244","FREMONT, CA US","2013-06-28",,,"0.00",,,"91","61","88",,,
"USC00043244","FREMONT, CA US","2013-06-29",,,"0.00",,,"93","62","83",,,
"USC00043244","FREMONT, CA US","2013-06-30",,,"0.00",,,"84","61","80",,,
"USC00043244","FREMONT, CA US","2013-07-01",,,"0.00",,,"90","60","84",,,
"USC00043244","FREMONT, CA US","2013-07-02",,,"0.00",,,"89","63","87",,,
"USC00043244","FREMONT, CA US","2013-07-03",,,"0.00",,,"89","60","88",,,
"USC00043244","FREMONT, CA US","2013-07-04",,,"0.00",,,"89","65","88",,,
"USC00043244","FREMONT, CA US","2013-07-05",,,"0.00",,,"88","57","67",,,
"USC00043244","FREMONT, CA US","2013-07-06",,,"0.00",,,"74","55","69",,,
"USC00043244","FREMONT, CA US","2013-07-07",,,"0.00",,,"76","54","69",,,
"USC00043244","FREMONT, CA US","2013-07-08",,,"0.00",,,"77","56","76",,,
"USC00043244","FREMONT, CA US","2013-07-09",,,"0.00",,,"84","56","84",,,
"USC00043244","FREMONT, CA US","2013-07-10",,,"0.00",,,"84","55","71",,,
"USC00043244","FREMONT, CA US","2013-07-11",,,"0.00",,,"72","56","68",,,
"USC00043244","FREMONT, CA US","2013-07-12",,,"0.00",,,"74","55","71",,,
"USC00043244","FREMONT, CA US","2013-07-13",,,"0.00",,,"80","53","80",,,
"USC00043244","FREMONT, CA US","2013-07-14",,,"0.00",,,"81","54","71",,,
"USC00043244","FREMONT, CA US","2013-07-15",,,"0.00",,,"71","55","67",,,
"USC00043244","FREMONT, CA US","2013-07-16",,,"0.00",,,"70","57","69",,,
"USC00043244","FREMONT, CA US","2013-07-17",,,"0.00",,,"71","58","69",,,
"USC00043244","FREMONT, CA US","2013-07-18",,,"0.00",,,"79","56","72",,,
"USC00043244","FREMONT, CA US","2013-07-19",,,"0.00",,,"80","56","73",,,
"USC00043244","FREMONT, CA US","2013-07-20",,,"0.00",,,"79","56","77",,,
"USC00043244","FREMONT, CA US","2013-07-21",,,"0.00",,,"77","55","74",,,
"USC00043244","FREMONT, CA US","2013-07-22",,,"0.00",,,"74","56","73",,,
"USC00043244","FREMONT, CA US","2013-07-23",,,"0.00",,,"78","60","76",,,
"USC00043244","FREMONT, CA US","2013-07-24",,,"0.00",,,"83","58","76",,,
"USC00043244","FREMONT, CA US","2013-07-25",,,"0.00",,,"80","56","78",,,
"USC00043244","FREMONT, CA US","2013-07-26",,,"0.00",,,"79","56","75",,,
"USC00043244","FREMONT, CA US","2013-07-27",,,"0.00",,,"75","57","74",,,
"USC00043244","FREMONT, CA US","2013-07-28",,,"0.00",,,"74","57","70",,,
"USC00043244","FREMONT, CA US","2013-07-29",,,"0.00",,,"72","56","68",,,
"USC00043244","FREMONT, CA US","2013-07-30",,,"0.00",,,"75","56","72",,,
"USC00043244","FREMONT, CA US","2013-07-31",,,"0.00",,,"73","56","67",,,
"USC00043244","FREMONT, CA US","2013-08-01",,,"0.00",,,"70","54","68",,,
"USC00043244","FREMONT, CA US","2013-08-02",,,"0.00",,,"74","54","67",,,
"USC00043244","FREMONT, CA US","2013-08-03",,,"0.00",,,"75","54","73",,,
"USC00043244","FREMONT, CA US","2013-08-04",,,"0.00",,,"73","55","70",,,
"USC00043244","FREMONT, CA US","2013-08-05",,,"0.00",,,"71","57","65",,,
"USC00043244","FREMONT, CA US","2013-08-06",,,"0.00",,,"70","56","67",,,
"USC00043244","FREMONT, CA US","2013-08-07",,,"0.00",,,"71","59","70",,,
"USC00043244","FREMONT, CA US","2013-08-08",,,"0.00",,,"71","59","68",,,
"USC00043244","FREMONT, CA US","2013-08-09",,,"0.00",,,"71","56","69",,,
"USC00043244","FREMONT, CA US","2013-08-10",,,"0.00",,,"72","58","72",,,
"USC00043244","FREMONT, CA US","2013-08-11",,,"0.00",,,"72","58","71",,,
"USC00043244","FREMONT, CA US","2013-08-12",,,"0.00",,,"78","56","77",,,
"USC00043244","FREMONT, CA US","2013-08-13",,,"0.00",,,"84","54","81",,,
"USC00043244","FREMONT, CA US","2013-08-14",,,"0.00",,,"81","56","72",,,
"USC00043244","FREMONT, CA US","2013-08-16",,,"0.00",,,"81","61","73",,,
"USC00043244","FREMONT, CA US","2013-08-17",,,"0.00",,,"73","59","70",,,
"USC00043244","FREMONT, CA US","2013-08-18",,,"0.00",,,"89","56","82",,,
"USC00043244","FREMONT, CA US","2013-08-19",,,"0.00",,,"83","64","80",,,
"USC00043244","FREMONT, CA US","2013-08-20",,,"0.00",,,"80","59","75",,,
"USC00043244","FREMONT, CA US","2013-08-21",,,"0.00",,,"75","58","73",,,
"USC00043244","FREMONT, CA US","2013-08-22",,,"0.00",,,"73","57","69",,,
"USC00043244","FREMONT, CA US","2013-08-23",,,"0.00",,,"70","58","66",,,
"USC00043244","FREMONT, CA US","2013-08-24",,,"0.00",,,"73","56","71",,,
"USC00043244","FREMONT, CA US","2013-08-25",,,"0.00",,,"79","62","72",,,
"USC00043244","FREMONT, CA US","2013-08-26",,,"0.00",,,"72","60","71",,,
"USC00043244","FREMONT, CA US","2013-08-27",,,"0.00",,,"76","54","72",,,
"USC00043244","FREMONT, CA US","2013-08-28",,,"0.00",,,"77","61","71",,,
"USC00043244","FREMONT, CA US","2013-08-29",,,"0.00",,,"77","61","72",,,
"USC00043244","FREMONT, CA US","2013-08-31",,,"0.00",,,"84","59","71",,,
"USC00043244","FREMONT, CA US","2013-09-01",,,"0.00",,,"78","60","70",,,
"USC00043244","FREMONT, CA US","2013-09-02",,,"0.00",,,"77","64","71",,,
"USC00043244","FREMONT, CA US","2013-09-03",,,"0.00",,,"75","60","73",,,
"USC00043244","FREMONT, CA US","2013-09-04",,,"0.00",,,"74","60","72",,,
"USC00043244","FREMONT, CA US","2013-09-05",,,"0.00",,,"73","61","70",,,
"USC00043244","FREMONT, CA US","2013-09-06",,,"0.00",,,"84","55","83",,,
"USC00043244","FREMONT, CA US","2013-09-07",,,"0.00",,,"92","59","88",,,
"USC00043244","FREMONT, CA US","2013-09-08",,,"0.00",,,"88","58","83",,,
"USC00043244","FREMONT, CA US","2013-09-09",,,"0.00",,,"85","59","82",,,
"USC00043244","FREMONT, CA US","2013-09-10",,,"0.00",,,"82","59","73",,,
"USC00043244","FREMONT, CA US","2013-09-11",,,"0.00",,,"74","59","71",,,
"USC00043244","FREMONT, CA US","2013-09-12",,,"0.00",,,"74","61","70",,,
"USC00043244","FREMONT, CA US","2013-09-13",,,"0.00",,,"72","59","67",,,
"USC00043244","FREMONT, CA US","2013-09-14",,,"0.00",,,"67","58","64",,,
"USC00043244","FREMONT, CA US","2013-09-15",,,"0.00",,,"74","57","72",,,
"USC00043244","FREMONT, CA US","2013-09-16",,,"0.00",,,"76","60","69",,,
"USC00043244","FREMONT, CA US","2013-09-17",,,"0.00",,,"70","60","65",,,
"USC00043244","FREMONT, CA US","2013-09-18",,,"0.00",,,"79","53","72",,,
"USC00043244","FREMONT, CA US","2013-09-19",,,"0.00",,,"84","51","82",,,
"USC00043244","FREMONT, CA US","2013-09-20",,,"0.00",,,"82","54","71",,,
"USC00043244","FREMONT, CA US","2013-09-21",,,"0.62",,,"71","60","65",,,
"USC00043244","FREMONT, CA US","2013-09-22",,,"0.00",,,"71","55","69",,,
"USC00043244","FREMONT, CA US","2013-09-23",,,"0.00",,,"78","54","76",,,
"USC00043244","FREMONT, CA US","2013-09-24",,,"0.00",,,"76","55","67",,,
"USC00043244","FREMONT, CA US","2013-09-25",,,"0.00",,,"67","53","64",,,
"USC00043244","FREMONT, CA US","2013-09-26",,,"0.00",,,"72","47","68",,,
"USC00043244","FREMONT, CA US","2013-09-27",,,"0.00",,,"76","47","75",,,
"USC00043244","FREMONT, CA US","2013-09-28",,,"0.00",,,"81","50","75",,,
"USC00043244","FREMONT, CA US","2013-09-29",,,"0.00",,,"75","54","73",,,
"USC00043244","FREMONT, CA US","2013-09-30",,,"0.00",,,"74","58","73",,,
"USC00043244","FREMONT, CA US","2013-10-01",,,"0.00",,,"73","56","68",,,
"USC00043244","FREMONT, CA US","2013-10-02",,,"0.00",,,"74","51","67",,,
"USC00043244","FREMONT, CA US","2013-10-03",,,"0.00",,,"71","49","67",,,
"USC00043244","FREMONT, CA US","2013-10-04",,,"0.00",,,"78","56","78",,,
"USC00043244","FREMONT, CA US","2013-10-05",,,"0.00",,,"83","53","81",,,
"USC00043244","FREMONT, CA US","2013-10-06",,,"0.00",,,"82","50","81",,,
"USC00043244","FREMONT, CA US","2013-10-07",,,"0.00",,,"81","52","77",,,
"USC00043244","FREMONT, CA US","2013-10-08",,,"0.00",,,"77","49","71",,,
"USC00043244","FREMONT, CA US","2013-10-09",,,"0.00",,,"71","51","65",,,
"USC00043244","FREMONT, CA US","2013-10-10",,,"0.00",,,"70","49","65",,,
"USC00043244","FREMONT, CA US","2013-10-11",,,"0.00",,,"69","45","65",,,
"USC00043244","FREMONT, CA US","2013-10-12",,,"0.00",,,,,,,,
"USC00043244","FREMONT, CA US","2013-10-13",,,"0.00",,,"71","47","68",,,
"USC00043244","FREMONT, CA US","2013-10-15",,,"0.00",,,"78","47","77",,,
"USC00043244","FREMONT, CA US","2013-10-16",,,"0.00",,,"81","49","78",,,
"USC00043244","FREMONT, CA US","2013-10-17",,,"0.00",,,"78","49","77",,,
"USC00043244","FREMONT, CA US","2013-10-18",,,"0.00",,,"77","47","73",,,
"USC00043244","FREMONT, CA US","2013-10-19",,,"0.00",,,"77","47","75",,,
"USC00043244","FREMONT, CA US","2013-10-20",,,"0.00",,,"76","47","69",,,
"USC00043244","FREMONT, CA US","2013-10-21",,,"0.00",,,"70","49","66",,,
"USC00043244","FREMONT, CA US","2013-10-22",,,"0.00",,,"70","47","67",,,
"USC00043244","FREMONT, CA US","2013-10-23",,,"0.00",,,"67","50","64",,,
"USC00043244","FREMONT, CA US","2013-10-24",,,"0.00",,,"65","51","60",,,
"USC00043244","FREMONT, CA US","2013-10-25",,,"0.00",,,"68","47","65",,,
"USC00043244","FREMONT, CA US","2013-10-26",,,"0.00",,,"72","46","66",,,
"USC00043244","FREMONT, CA US","2013-10-28",,,"0.00",,,"64","51","58",,,
"USC00043244","FREMONT, CA US","2013-10-29",,,"0.00",,,"62","53","60",,,
"USC00043244","FREMONT, CA US","2013-10-30",,,"0.00",,,"66","43","62",,,
"USC00043244","FREMONT, CA US","2013-10-31",,,"0.00",,,"70","44","69",,,
"USC00043244","FREMONT, CA US","2013-11-01",,,"0.00",,,"74","46","71",,,
"USC00043244","FREMONT, CA US","2013-11-02",,,"0.00",,,"71","46","62",,,
"USC00043244","FREMONT, CA US","2013-11-03",,,"0.00",,,"62","42","57",,,
"USC00043244","FREMONT, CA US","2013-11-04",,,"0.00",,,"64","38","61",,,
"USC00043244","FREMONT, CA US","2013-11-05",,,"0.00",,,"70","43","67",,,
"USC00043244","FREMONT, CA US","2013-11-07",,,"0.00",,,"73","43","64",,,
"USC00043244","FREMONT, CA US","2013-11-08",,,"0.00",,,"69","48","64",,,
"USC00043244","FREMONT, CA US","2013-11-09",,,"0.00",,,"71","44","67",,,
"USC00043244","FREMONT, CA US","2013-11-10",,,"0.00",,,"67","45","60",,,
"USC00043244","FREMONT, CA US","2013-11-11",,,"0.00",,,"66","45","62",,,
"USC00043244","FREMONT, CA US","2013-11-12",,,"0.00",,,"72","54","68",,,
"USC00043244","FREMONT, CA US","2013-11-13",,,"0.00",,,"72","47","64",,,
"USC00043244","FREMONT, CA US","2013-11-14",,,"0.00",,,"64","51","55",,,
"USC00043244","FREMONT, CA US","2013-11-15",,,"0.00",,,"64","45","57",,,
"USC00043244","FREMONT, CA US","2013-11-16",,,"0.00",,,"62","42","56",,,
"USC00043244","FREMONT, CA US","2013-11-17",,,"0.00",,,"62","48","57",,,
"USC00043244","FREMONT, CA US","2013-11-18",,,"0.00",,,"60","43","56",,,
"USC00043244","FREMONT, CA US","2013-11-19",,,"0.00",,,"62","48","58",,,
"USC00043244","FREMONT, CA US","2013-11-20",,,"1.00",,,"62","56","57",,,
"USC00043244","FREMONT, CA US","2013-11-21",,,"0.00",,,"61","49","60",,,
"USC00043244","FREMONT, CA US","2013-11-22",,,"0.00",,,"69","45","68",,,
"USC00043244","FREMONT, CA US","2013-11-23",,,"0.00",,,"68","43","61",,,
"USC00043244","FREMONT, CA US","2013-11-24",,,"0.00",,,"65","40","61",,,
"USC00043244","FREMONT, CA US","2013-11-25",,,"0.00",,,"64","40","58",,,
"USC00043244","FREMONT, CA US","2013-11-26",,,"0.00",,,"64","43","58",,,
"USC00043244","FREMONT, CA US","2013-11-27",,,"0.00",,,"65","45","62",,,
"USC00043244","FREMONT, CA US","2013-11-28",,,"0.00",,,"68","45","62",,,
"USC00043244","FREMONT, CA US","2013-11-29",,,"0.00",,,"69","42","63",,,
"USC00043244","FREMONT, CA US","2013-11-30",,,"0.00",,,"64","42","60",,,
"USC00043244","FREMONT, CA US","2013-12-01",,,"0.00",,,"66","41","63",,,
"USC00043244","FREMONT, CA US","2013-12-02",,,"0.00",,,"63","41","57",,,
"USC00043244","FREMONT, CA US","2013-12-03",,,"0.00",,,"57","50","51",,,
"USC00043244","FREMONT, CA US","2013-12-04",,,"0.00",,,"52","32","48",,,
"USC00043244","FREMONT, CA US","2013-12-05",,,"0.00",,,"51","30","48",,,
"USC00043244","FREMONT, CA US","2013-12-06",,,"0.01",,,"52","31","48",,,
"USC00043244","FREMONT, CA US","2013-12-07",,,"0.24",,,"49","37","45",,,
"USC00043244","FREMONT, CA US","2013-12-09",,,"0.00",,,"51","32","48",,,
"USC00043244","FREMONT, CA US","2013-12-10",,,"0.00",,,"53","29","46",,,
"USC00043244","FREMONT, CA US","2013-12-11",,,"0.00",,,"56","33","51",,,
"USC00043244","FREMONT, CA US","2013-12-12",,,"0.00",,,"59","33","56",,,
"USC00043244","FREMONT, CA US","2013-12-13",,,"0.00",,,"58","35","53",,,
"USC00043244","FREMONT, CA US","2013-12-14",,,"0.00",,,"61","33","57",,,
"USC00043244","FREMONT, CA US","2013-12-15",,,"0.00",,,"60","34","57",,,
"USC00043244","FREMONT, CA US","2013-12-16",,,"0.00",,,"66","37","62",,,
"USC00043244","FREMONT, CA US","2013-12-17",,,"0.00",,,"62","40","58",,,
"USC00043244","FREMONT, CA US","2013-12-18",,,"0.00",,,"60","42","51",,,
"USC00043244","FREMONT, CA US","2013-12-19",,,"0.00",,,"59","39","53",,,
"USC00043244","FREMONT, CA US","2013-12-20",,,"0.00",,,"60","35","56",,,
"USC00043244","FREMONT, CA US","2013-12-21",,,"0.00",,,"60","36","56",,,
"USC00043244","FREMONT, CA US","2013-12-22",,,"0.00",,,"66","36","60",,,
"USC00043244","FREMONT, CA US","2013-12-23",,,"0.00",,,"63","39","58",,,
"USC00043244","FREMONT, CA US","2013-12-24",,,"0.00",,,"67","39","64",,,
"USC00043244","FREMONT, CA US","2013-12-25",,,"0.00",,,"67","37","63",,,
"USC00043244","FREMONT, CA US","2013-12-26",,,"0.00",,,"67","37","62",,,
"USC00043244","FREMONT, CA US","2013-12-27",,,"0.00",,,"62","39","56",,,
"USC00043244","FREMONT, CA US","2013-12-28",,,"0.00",,,"61","35","59",,,
"USC00043244","FREMONT, CA US","2013-12-29",,,"0.00",,,"67","39","63",,,
"USC00043244","FREMONT, CA US","2013-12-30",,,"0.00",,,"63","36","59",,,
"USC00043244","FREMONT, CA US","2013-12-31",,,"0.00",,,"59","36","55",,,
"USC00043244","FREMONT, CA US","2014-01-01",,,"0.00",,,"61","34","57",,,
"USC00043244","FREMONT, CA US","2014-01-02",,,"0.00",,,"63","37","60",,,
"USC00043244","FREMONT, CA US","2014-01-03",,,"0.00",,,"62","39","60",,,
"USC00043244","FREMONT, CA US","2014-01-04",,,"0.00",,,"66","38","62",,,
"USC00043244","FREMONT, CA US","2014-01-05",,,"0.00",,,"67","36","63",,,
"USC00043244","FREMONT, CA US","2014-01-06",,,"0.00",,,"63","39","56",,,
"USC00043244","FREMONT, CA US","2014-01-07",,,"0.00",,,"63","43","59",,,
"USC00043244","FREMONT, CA US","2014-01-08",,,"0.00",,,"59","47","52",,,
"USC00043244","FREMONT, CA US","2014-01-09",,,"0.00",,,"59","49","56",,,
"USC00043244","FREMONT, CA US","2014-01-10",,,"0.00",,,"61","40","59",,,
"USC00043244","FREMONT, CA US","2014-01-11",,,"0.00",,,"59","43","56",,,
"USC00043244","FREMONT, CA US","2014-01-12",,,"0.00",,,"61","42","60",,"    1",
"USC00043244","FREMONT, CA US","2014-01-13",,,"0.00",,,"68","42","65",,,
"USC00043244","FREMONT, CA US","2014-01-14",,,"0.00",,,"71","42","69",,,
"USC00043244","FREMONT, CA US","2014-01-15",,,"0.00",,,"73","42","69",,,
"USC00043244","FREMONT, CA US","2014-01-16",,,"0.00",,,"74","39","69",,,
"USC00043244","FREMONT, CA US","2014-01-17",,,"0.00",,,"69","38","64",,,
"USC00043244","FREMONT, CA US","2014-01-19",,,"0.00",,,"69","36","63",,,
"USC00043244","FREMONT, CA US","2014-01-20",,,"0.00",,,"71","38","65",,,
"USC00043244","FREMONT, CA US","2014-01-21",,,"0.00",,,"65","37","63",,,
"USC00043244","FREMONT, CA US","2014-01-22",,,"0.00",,,"70","36","68",,,
"USC00043244","FREMONT, CA US","2014-01-23",,,"0.00",,,"68","38","65",,,
"USC00043244","FREMONT, CA US","2014-01-24",,,"0.00",,,"66","39","63",,,
"USC00043244","FREMONT, CA US","2014-01-25",,,"0.00",,,"71","43","66",,,
"USC00043244","FREMONT, CA US","2014-01-26",,,"0.00",,,"70","44","66",,,
"USC00043244","FREMONT, CA US","2014-01-28",,,"0.00",,,"67","49","62",,,
"USC00043244","FREMONT, CA US","2014-01-29",,,"0.00",,,"64","56","60",,,
"USC00043244","FREMONT, CA US","2014-01-30",,,"0.01",,,"60","51","57",,,
"USC00043244","FREMONT, CA US","2014-01-31",,,"0.01",,,"59","41","55",,,
"USC00043244","FREMONT, CA US","2014-02-01",,,"0.00",,,"59","35","57",,,
"USC00043244","FREMONT, CA US","2014-02-02",,,"0.38",,,"57","41","49",,,
"USC00043244","FREMONT, CA US","2014-02-03",,,"0.00",,,"57","41","52",,,
"USC00043244","FREMONT, CA US","2014-02-04",,,"0.00",,,"56","37","51",,,
"USC00043244","FREMONT, CA US","2014-02-05",,,"0.00",,,"56","37","51",,,
"USC00043244","FREMONT, CA US","2014-02-06",,,"0.43",,,"53","45","53",,,
"USC00043244","FREMONT, CA US","2014-02-07",,,,,,"53","49","52",,,
"USC00043244","FREMONT, CA US","2014-02-08",,,"0.12",,,"61","52","60",,,
"USC00043244","FREMONT, CA US","2014-02-09",,,"0.02",,,"63","56","62",,,
"USC00043244","FREMONT, CA US","2014-02-10",,,"0.11",,,"63","53","56",,,
"USC00043244","FREMONT, CA US","2014-02-11",,,"0.00",,,"62","50","58",,,
"USC00043244","FREMONT, CA US","2014-02-12",,,"0.00",,,"62","48","60",,,
"USC00043244","FREMONT, CA US","2014-02-13",,,"0.00",,,"68","48","65",,,
"USC00043244","FREMONT, CA US","2014-02-14",,,"0.00",,,"65","54","61",,,
"USC00043244","FREMONT, CA US","2014-02-15",,,"0.00",,,"61","47","59",,,
"USC00043244","FREMONT, CA US","2014-02-16",,,"0.01",,,"64","47","62",,,
"USC00043244","FREMONT, CA US","2014-02-17",,,"0.00",,,"62","41","57",,,
"USC00043244","FREMONT, CA US","2014-02-18",,,"0.00",,,"64","43","59",,,
"USC00043244","FREMONT, CA US","2014-02-19",,,"0.00",,,"62","50","58",,,
